tanggal,waktu,tree_id,suhu_tanah,kelembaban_tanah,ph_tanah,jarak_ring,riwayat_infeksi,risiko_probabilitas_pct,status_aktual_lapangan
2026-07-09,08:00:00,T-3-10,27.2,67.4,5.9,3,0,19.87,Sehat
2026-07-09,08:00:00,T-3-11,31.5,75.5,6.0,3,0,21.89,Gejala Ringan
2026-07-09,08:00:00,T-3-12,29.2,71.3,6.4,3,0,19.38,Sehat
2026-07-09,08:00:00,T-3-13,25.2,83.4,5.5,3,0,26.37,Gejala Ringan
2026-07-09,08:00:00,T-3-14,25.9,79.2,6.3,3,0,21.87,Gejala Ringan
2026-07-09,08:00:00,T-3-15,30.4,94.4,6.2,3,0,26.48,Gejala Ringan
2026-07-09,08:00:00,T-3-16,30.6,92.5,6.0,3,0,26.81,Gejala Ringan
2026-07-09,08:00:00,T-3-17,29.8,80.7,5.5,3,0,25.52,Gejala Ringan
2026-07-10,08:00:00,T-0,28.9,71.2,6.3,0,0,100.00,Sehat
2026-07-10,08:00:00,T-1-0,25.4,76.5,5.6,1,0,88.79,Terinfeksi Berat
2026-07-10,08:00:00,T-1-1,24.4,91.6,6.3,1,0,94.51,Terinfeksi Berat
2026-07-10,08:00:00,T-1-2,30.7,65.8,5.2,1,0,82.25,Terinfeksi Berat
2026-07-10,08:00:00,T-1-3,25.4,91.2,5.2,1,0,99.00,Terinfeksi Berat
2026-07-10,08:00:00,T-1-4,25.7,77.2,6.4,1,0,78.41,Terinfeksi Berat
2026-07-10,08:00:00,T-1-5,24.7,72.0,5.9,1,0,79.32,Terinfeksi Berat
2026-07-10,08:00:00,T-2-0,27.1,70.5,5.5,2,0,36.27,Gejala Ringan
2026-07-10,08:00:00,T-2-1,29.0,80.5,6.2,2,0,36.74,Gejala Ringan
2026-07-10,08:00:00,T-2-2,27.7,83.4,5.1,2,0,46.27,Gejala Sedang
2026-07-10,08:00:00,T-2-3,30.3,90.3,5.4,2,0,47.31,Gejala Sedang
2026-07-10,08:00:00,T-2-4,29.6,75.1,6.4,2,0,33.20,Gejala Ringan
2026-07-10,08:00:00,T-2-5,29.2,94.5,5.3,2,0,50.45,Gejala Sedang
2026-07-10,08:00:00,T-2-6,24.3,88.5,5.7,2,0,43.93,Gejala Sedang
2026-07-10,08:00:00,T-2-7,25.9,79.9,5.3,2,0,42.65,Gejala Sedang
2026-07-10,08:00:00,T-2-8,26.6,92.8,6.1,2,0,43.04,Gejala Sedang
2026-07-10,08:00:00,T-2-9,30.9,87.2,5.2,2,0,47.45,Gejala Sedang
2026-07-10,08:00:00,T-2-10,29.5,79.7,5.7,2,0,39.56,Gejala Ringan
2026-07-10,08:00:00,T-2-11,24.9,91.9,5.0,2,0,52.00,Gejala Sedang
2026-07-10,08:00:00,T-3-0,28.3,78.6,6.4,3,0,21.36,Gejala Ringan
2026-07-10,08:00:00,T-3-1,31.3,73.5,5.1,3,0,25.07,Gejala Ringan
2026-07-10,08:00:00,T-3-2,29.9,83.8,5.2,3,0,28.03,Gejala Ringan
2026-07-10,08:00:00,T-3-3,25.3,69.6,5.2,3,0,23.28,Gejala Ringan
2026-07-10,08:00:00,T-3-4,25.2,77.2,5.1,3,0,26.33,Gejala Ringan
2026-07-10,08:00:00,T-3-5,27.3,65.7,6.1,3,0,18.73,Sehat
2026-07-10,08:00:00,T-3-6,30.2,72.2,6.3,3,0,19.93,Sehat
2026-07-10,08:00:00,T-3-7,31.0,70.9,6.5,3,0,18.97,Sehat
2026-07-10,08:00:00,T-3-8,27.3,84.3,5.4,3,0,27.15,Gejala Ringan
2026-07-10,08:00:00,T-3-9,31.7,90.7,5.2,3,0,30.34,Gejala Ringan
2026-07-10,08:00:00,T-3-10,31.2,88.9,6.0,3,0,25.77,Gejala Ringan
2026-07-10,08:00:00,T-3-11,28.7,93.9,6.1,3,0,26.77,Gejala Ringan
2026-07-10,08:00:00,T-3-12,30.1,80.5,6.2,3,0,22.58,Gejala Ringan
2026-07-10,08:00:00,T-3-13,24.3,94.7,5.9,3,0,27.92,Gejala Ringan
2026-07-10,08:00:00,T-3-14,25.5,79.3,6.2,3,0,22.25,Gejala Ringan
2026-07-10,08:00:00,T-3-15,30.0,77.0,5.6,3,0,23.92,Gejala Ringan
2026-07-10,08:00:00,T-3-16,29.9,84.9,5.1,3,0,28.95,Gejala Ringan
2026-07-10,08:00:00,T-3-17,31.4,77.0,6.3,3,0,21.26,Gejala Ringan
2026-07-11,08:00:00,T-0,24.8,79.0,6.2,0,0,100.00,Sehat
2026-07-11,08:00:00,T-1-0,29.6,93.8,6.1,1,0,99.00,Terinfeksi Berat
2026-07-11,08:00:00,T-1-1,24.5,90.8,6.3,1,0,93.68,Terinfeksi Berat
2026-07-11,08:00:00,T-1-2,30.6,87.7,6.3,1,0,90.48,Terinfeksi Berat
2026-07-11,08:00:00,T-1-3,28.2,83.2,5.0,1,0,99.00,Terinfeksi Berat
2026-07-11,08:00:00,T-1-4,27.8,74.0,6.2,1,0,77.58,Terinfeksi Berat
2026-07-11,08:00:00,T-1-5,28.1,86.4,5.1,1,0,99.00,Terinfeksi Berat
2026-07-11,08:00:00,T-2-0,26.3,69.4,6.3,2,0,31.17,Gejala Ringan
2026-07-11,08:00:00,T-2-1,24.4,90.9,5.8,2,0,44.34,Gejala Sedang
2026-07-11,08:00:00,T-2-2,31.6,69.6,5.5,2,0,35.80,Gejala Ringan
2026-07-11,08:00:00,T-2-3,27.6,75.1,5.7,2,0,37.28,Gejala Ringan
2026-07-11,08:00:00,T-2-4,30.3,91.8,6.4,2,0,40.58,Gejala Sedang
2026-07-11,08:00:00,T-2-5,31.5,78.8,5.8,2,0,38.44,Gejala Ringan
2026-07-11,08:00:00,T-2-6,25.9,67.1,5.9,2,0,32.18,Gejala Ringan
2026-07-11,08:00:00,T-2-7,24.1,81.2,5.1,2,0,45.05,Gejala Sedang
2026-07-11,08:00:00,T-2-8,24.9,78.7,5.0,2,0,44.53,Gejala Sedang
2026-07-11,08:00:00,T-2-9,31.2,74.5,5.3,2,0,39.77,Gejala Ringan
2026-07-11,08:00:00,T-2-10,24.8,76.6,6.4,2,0,33.86,Gejala Ringan
2026-07-11,08:00:00,T-2-11,26.5,80.4,5.3,2,0,42.92,Gejala Sedang
2026-07-11,08:00:00,T-3-0,29.1,87.4,5.8,3,0,26.21,Gejala Ringan
2026-07-11,08:00:00,T-3-1,30.2,90.1,6.2,3,0,25.28,Gejala Ringan
2026-07-11,08:00:00,T-3-2,24.1,70.3,5.5,3,0,22.23,Gejala Ringan
2026-07-11,08:00:00,T-3-3,25.6,95.0,5.8,3,0,28.49,Gejala Ringan
2026-07-11,08:00:00,T-3-4,24.0,73.4,6.3,3,0,20.26,Gejala Ringan
2026-07-11,08:00:00,T-3-5,26.7,84.4,5.6,3,0,26.21,Gejala Ringan
2026-07-11,08:00:00,T-3-6,30.8,86.2,6.3,3,0,23.80,Gejala Ringan
2026-07-11,08:00:00,T-3-7,27.3,83.2,6.5,3,0,22.26,Gejala Ringan
2026-07-11,08:00:00,T-3-8,27.1,87.8,5.1,3,0,29.94,Gejala Ringan
2026-07-11,08:00:00,T-3-9,30.2,87.2,5.6,3,0,27.08,Gejala Ringan
2026-07-11,08:00:00,T-3-10,25.3,80.8,6.0,3,0,23.42,Gejala Ringan
2026-07-11,08:00:00,T-3-11,25.1,77.0,6.2,3,0,21.60,Gejala Ringan
2026-07-11,08:00:00,T-3-12,25.2,66.2,5.3,3,0,21.72,Gejala Ringan
2026-07-11,08:00:00,T-3-13,29.1,69.8,6.4,3,0,18.97,Sehat
2026-07-11,08:00:00,T-3-14,24.7,77.6,6.0,3,0,22.49,Gejala Ringan
2026-07-11,08:00:00,T-3-15,27.3,78.1,5.3,3,0,25.63,Gejala Ringan
2026-07-11,08:00:00,T-3-16,24.8,67.4,5.3,3,0,22.12,Gejala Ringan
2026-07-11,08:00:00,T-3-17,29.5,78.3,5.2,3,0,26.19,Gejala Ringan
2026-07-12,08:00:00,T-0,30.3,84.7,5.4,0,0,100.00,Sehat
2026-07-12,08:00:00,T-1-0,31.2,76.3,5.8,1,0,85.51,Terinfeksi Berat
2026-07-12,08:00:00,T-1-1,25.9,68.9,5.3,1,0,84.50,Terinfeksi Berat
2026-07-12,08:00:00,T-1-2,30.5,73.2,5.9,1,0,80.64,Terinfeksi Berat
2026-07-12,08:00:00,T-1-3,24.4,69.6,5.8,1,0,78.00,Terinfeksi Berat
2026-07-12,08:00:00,T-1-4,26.5,80.0,5.1,1,0,99.00,Terinfeksi Berat
2026-07-12,08:00:00,T-1-5,31.5,69.0,6.0,1,0,74.75,Gejala Sedang
2026-07-12,08:00:00,T-2-0,26.0,71.6,6.1,2,0,33.21,Gejala Ringan
2026-07-12,08:00:00,T-2-1,25.4,94.4,5.0,2,0,53.42,Gejala Sedang
2026-07-12,08:00:00,T-2-2,25.6,82.0,5.2,2,0,44.62,Gejala Sedang
2026-07-12,08:00:00,T-2-3,31.0,91.2,5.5,2,0,46.91,Gejala Sedang
2026-07-12,08:00:00,T-2-4,28.8,89.9,5.9,2,0,43.11,Gejala Sedang
2026-07-12,08:00:00,T-2-5,27.2,79.8,5.4,2,0,41.81,Gejala Sedang
2026-07-12,08:00:00,T-2-6,28.7,91.0,5.2,2,0,49.51,Gejala Sedang
2026-07-12,08:00:00,T-2-7,24.3,84.8,6.0,2,0,39.99,Gejala Ringan
2026-07-12,08:00:00,T-2-8,31.9,87.3,5.3,2,0,46.60,Gejala Sedang
2026-07-12,08:00:00,T-2-9,25.3,78.2,6.3,2,0,35.12,Gejala Ringan
2026-07-12,08:00:00,T-2-10,25.3,93.1,6.1,2,0,43.18,Gejala Sedang
2026-07-12,08:00:00,T-2-11,26.9,70.5,5.6,2,0,35.62,Gejala Ringan
2026-07-12,08:00:00,T-3-0,24.2,79.4,6.2,3,0,22.27,Gejala Ringan
2026-07-12,08:00:00,T-3-1,25.9,94.3,5.7,3,0,28.77,Gejala Ringan
2026-07-12,08:00:00,T-3-2,28.6,92.3,6.4,3,0,25.08,Gejala Ringan
2026-07-12,08:00:00,T-3-3,29.0,72.1,5.1,3,0,24.59,Gejala Ringan
2026-07-12,08:00:00,T-3-4,25.9,68.4,6.2,3,0,19.19,Sehat
2026-07-12,08:00:00,T-3-5,27.6,70.8,6.2,3,0,19.86,Sehat
2026-07-12,08:00:00,T-3-6,26.9,73.3,6.2,3,0,20.56,Gejala Ringan
2026-07-12,08:00:00,T-3-7,28.3,84.7,5.8,3,0,25.40,Gejala Ringan
2026-07-12,08:00:00,T-3-8,24.2,89.0,5.1,3,0,30.35,Gejala Ringan
2026-07-12,08:00:00,T-3-9,27.2,73.3,5.9,3,0,21.61,Gejala Ringan
2026-07-12,08:00:00,T-3-10,26.4,86.2,5.3,3,0,28.29,Gejala Ringan
2026-07-12,08:00:00,T-3-11,26.4,78.3,6.0,3,0,22.70,Gejala Ringan
2026-07-12,08:00:00,T-3-12,30.6,89.0,6.3,3,0,24.57,Gejala Ringan
2026-07-12,08:00:00,T-3-13,31.1,88.9,5.6,3,0,27.61,Gejala Ringan
2026-07-12,08:00:00,T-3-14,24.4,80.8,6.1,3,0,23.04,Gejala Ringan
2026-07-12,08:00:00,T-3-15,28.1,90.1,5.3,3,0,29.57,Gejala Ringan
2026-07-12,08:00:00,T-3-16,26.6,84.6,5.0,3,0,29.43,Gejala Ringan
2026-07-12,08:00:00,T-3-17,29.6,80.5,6.5,3,0,21.54,Gejala Ringan
2026-07-13,08:00:00,T-0,29.5,70.3,5.4,0,0,100.00,Sehat
2026-07-13,08:00:00,T-1-0,30.8,82.6,5.4,1,0,99.00,Terinfeksi Berat
2026-07-13,08:00:00,T-1-1,24.8,81.7,5.6,1,0,94.83,Terinfeksi Berat
2026-07-13,08:00:00,T-1-2,24.3,76.4,5.7,1,0,87.12,Terinfeksi Berat
2026-07-13,08:00:00,T-1-3,25.9,76.6,5.4,1,0,92.20,Terinfeksi Berat
2026-07-13,08:00:00,T-1-4,30.9,71.9,6.2,1,0,75.38,Terinfeksi Berat
2026-07-13,08:00:00,T-1-5,29.8,69.0,6.1,1,0,73.52,Gejala Sedang
2026-07-13,08:00:00,T-2-0,31.6,81.5,6.0,2,0,38.43,Gejala Ringan
2026-07-13,08:00:00,T-2-1,25.1,79.3,5.9,2,0,38.03,Gejala Ringan
2026-07-13,08:00:00,T-2-2,28.3,77.8,5.8,2,0,37.95,Gejala Ringan
2026-07-13,08:00:00,T-2-3,31.7,65.1,5.2,2,0,35.42,Gejala Ringan
2026-07-13,08:00:00,T-2-4,26.0,71.5,5.5,2,0,36.78,Gejala Ringan
2026-07-13,08:00:00,T-2-5,25.6,71.1,6.4,2,0,31.43,Gejala Ringan
2026-07-13,08:00:00,T-2-6,27.9,82.9,5.8,2,0,40.44,Gejala Sedang
2026-07-13,08:00:00,T-2-7,24.6,81.3,5.1,2,0,45.10,Gejala Sedang
2026-07-13,08:00:00,T-2-8,30.1,67.1,5.3,2,0,35.82,Gejala Ringan
2026-07-13,08:00:00,T-2-9,29.9,82.5,5.5,2,0,42.44,Gejala Sedang
2026-07-13,08:00:00,T-2-10,26.1,94.5,6.0,2,0,44.56,Gejala Sedang
2026-07-13,08:00:00,T-2-11,25.9,74.2,5.4,2,0,38.88,Gejala Ringan
2026-07-13,08:00:00,T-3-0,26.4,75.9,6.4,3,0,20.63,Gejala Ringan
2026-07-13,08:00:00,T-3-1,26.0,79.2,5.2,3,0,26.49,Gejala Ringan
2026-07-13,08:00:00,T-3-2,24.5,81.9,6.3,3,0,22.61,Gejala Ringan
2026-07-13,08:00:00,T-3-3,29.8,88.2,5.3,3,0,28.94,Gejala Ringan
2026-07-13,08:00:00,T-3-4,29.5,75.9,5.3,3,0,24.91,Gejala Ringan
2026-07-13,08:00:00,T-3-5,24.2,73.8,5.8,3,0,22.13,Gejala Ringan
2026-07-13,08:00:00,T-3-6,25.7,72.5,6.0,3,0,21.02,Gejala Ringan
2026-07-13,08:00:00,T-3-7,26.8,80.5,6.4,3,0,21.88,Gejala Ringan
2026-07-13,08:00:00,T-3-8,31.2,80.1,5.2,3,0,26.79,Gejala Ringan
2026-07-13,08:00:00,T-3-9,27.2,78.1,6.1,3,0,22.27,Gejala Ringan
2026-07-13,08:00:00,T-3-10,25.7,86.9,5.3,3,0,28.52,Gejala Ringan
2026-07-13,08:00:00,T-3-11,29.8,81.1,5.2,3,0,27.13,Gejala Ringan
2026-07-13,08:00:00,T-3-12,25.0,72.8,6.4,3,0,19.78,Sehat
2026-07-13,08:00:00,T-3-13,26.0,94.4,5.9,3,0,27.83,Gejala Ringan
2026-07-13,08:00:00,T-3-14,25.7,81.3,5.2,3,0,27.19,Gejala Ringan
2026-07-13,08:00:00,T-3-15,24.7,88.4,5.9,3,0,26.06,Gejala Ringan
2026-07-13,08:00:00,T-3-16,26.4,68.7,5.3,3,0,22.54,Gejala Ringan
2026-07-13,08:00:00,T-3-17,24.3,71.3,5.9,3,0,21.02,Gejala Ringan
2026-07-14,08:00:00,T-0,31.6,94.4,6.3,0,0,100.00,Sehat
2026-07-14,08:00:00,T-1-0,29.6,94.4,5.8,1,0,99.00,Terinfeksi Berat
2026-07-14,08:00:00,T-1-1,27.8,91.8,6.4,1,0,93.23,Terinfeksi Berat
2026-07-14,08:00:00,T-1-2,25.5,72.5,6.2,1,0,76.01,Terinfeksi Berat
2026-07-14,08:00:00,T-1-3,29.0,81.0,5.3,1,0,99.00,Terinfeksi Berat
2026-07-14,08:00:00,T-1-4,25.1,67.8,5.1,1,0,86.41,Terinfeksi Berat
2026-07-14,08:00:00,T-1-5,26.0,71.9,6.1,1,0,76.61,Terinfeksi Berat
2026-07-14,08:00:00,T-2-0,25.2,87.7,6.4,2,0,38.77,Gejala Ringan
2026-07-14,08:00:00,T-2-1,25.5,92.0,5.8,2,0,44.88,Gejala Sedang
2026-07-14,08:00:00,T-2-2,28.0,66.2,5.8,2,0,32.29,Gejala Ringan
2026-07-14,08:00:00,T-2-3,28.0,86.8,5.5,2,0,44.65,Gejala Sedang
2026-07-14,08:00:00,T-2-4,31.3,79.6,5.8,2,0,38.83,Gejala Ringan
2026-07-14,08:00:00,T-2-5,26.7,79.9,6.4,2,0,35.32,Gejala Ringan
2026-07-14,08:00:00,T-2-6,26.8,79.8,6.5,2,0,34.73,Gejala Ringan
2026-07-14,08:00:00,T-2-7,27.1,94.2,6.1,2,0,43.69,Gejala Sedang
2026-07-14,08:00:00,T-2-8,29.6,79.4,5.8,2,0,38.73,Gejala Ringan
2026-07-14,08:00:00,T-2-9,24.7,83.5,5.4,2,0,43.75,Gejala Sedang
2026-07-14,08:00:00,T-2-10,26.7,76.9,5.3,2,0,41.05,Gejala Sedang
2026-07-14,08:00:00,T-2-11,24.1,87.9,5.4,2,0,46.05,Gejala Sedang
2026-07-14,08:00:00,T-3-0,24.5,78.4,6.4,3,0,21.31,Gejala Ringan
2026-07-14,08:00:00,T-3-1,27.6,90.5,6.2,3,0,25.39,Gejala Ringan
2026-07-14,08:00:00,T-3-2,28.6,88.9,6.4,3,0,24.16,Gejala Ringan
2026-07-14,08:00:00,T-3-3,26.6,66.4,5.6,3,0,20.62,Gejala Ringan
2026-07-14,08:00:00,T-3-4,25.1,82.9,5.3,3,0,27.20,Gejala Ringan
2026-07-14,08:00:00,T-3-5,31.2,73.2,5.5,3,0,23.15,Gejala Ringan
2026-07-14,08:00:00,T-3-6,25.2,94.1,6.0,3,0,27.28,Gejala Ringan
2026-07-14,08:00:00,T-3-7,25.8,92.6,5.8,3,0,27.77,Gejala Ringan
2026-07-14,08:00:00,T-3-8,26.5,69.3,5.9,3,0,20.43,Gejala Ringan
2026-07-14,08:00:00,T-3-9,26.0,89.0,5.3,3,0,29.21,Gejala Ringan
2026-07-14,08:00:00,T-3-10,27.4,70.6,5.0,3,0,24.56,Gejala Ringan
2026-07-14,08:00:00,T-3-11,27.7,91.2,6.1,3,0,26.00,Gejala Ringan
2026-07-14,08:00:00,T-3-12,24.9,88.9,5.4,3,0,28.63,Gejala Ringan
2026-07-14,08:00:00,T-3-13,29.4,70.2,5.6,3,0,21.80,Gejala Ringan
2026-07-14,08:00:00,T-3-14,30.5,87.3,6.3,3,0,24.10,Gejala Ringan
2026-07-14,08:00:00,T-3-15,30.4,74.6,5.0,3,0,25.95,Gejala Ringan
2026-07-14,08:00:00,T-3-16,26.2,70.0,5.2,3,0,23.41,Gejala Ringan
2026-07-14,08:00:00,T-3-17,27.8,80.8,5.7,3,0,24.65,Gejala Ringan
2026-07-15,08:00:00,T-0,30.2,80.3,5.8,0,0,100.00,Sehat
2026-07-15,08:00:00,T-1-0,25.5,68.3,5.2,1,0,85.37,Terinfeksi Berat
2026-07-15,08:00:00,T-1-1,29.0,93.6,5.2,1,0,99.00,Terinfeksi Berat
2026-07-15,08:00:00,T-1-2,31.4,89.2,6.1,1,0,95.05,Terinfeksi Berat
2026-07-15,08:00:00,T-1-3,27.6,76.4,5.2,1,0,95.50,Terinfeksi Berat
2026-07-15,08:00:00,T-1-4,25.5,65.1,6.0,1,0,70.52,Gejala Sedang
2026-07-15,08:00:00,T-1-5,26.5,80.5,6.4,1,0,81.76,Terinfeksi Berat
2026-07-15,08:00:00,T-2-0,31.6,73.0,5.3,2,0,38.97,Gejala Ringan
2026-07-15,08:00:00,T-2-1,27.6,66.0,5.7,2,0,32.76,Gejala Ringan
2026-07-15,08:00:00,T-2-2,25.7,76.0,5.5,2,0,39.10,Gejala Ringan
2026-07-15,08:00:00,T-2-3,25.7,84.2,5.6,2,0,42.54,Gejala Sedang
2026-07-15,08:00:00,T-2-4,27.0,82.5,5.9,2,0,39.56,Gejala Ringan
2026-07-15,08:00:00,T-2-5,25.8,81.8,6.3,2,0,36.74,Gejala Ringan
2026-07-15,08:00:00,T-2-6,30.7,82.9,6.5,2,0,36.08,Gejala Ringan
2026-07-15,08:00:00,T-2-7,25.3,73.5,6.0,2,0,34.66,Gejala Ringan
2026-07-15,08:00:00,T-2-8,30.7,89.4,5.1,2,0,49.60,Gejala Sedang
2026-07-15,08:00:00,T-2-9,29.1,76.9,6.4,2,0,34.00,Gejala Ringan
2026-07-15,08:00:00,T-2-10,29.0,94.9,5.9,2,0,45.51,Gejala Sedang
2026-07-15,08:00:00,T-2-11,24.4,74.2,5.0,2,0,41.99,Gejala Sedang
2026-07-15,08:00:00,T-3-0,25.5,69.7,6.4,3,0,18.94,Sehat
2026-07-15,08:00:00,T-3-1,30.3,87.4,6.5,3,0,23.39,Gejala Ringan
2026-07-15,08:00:00,T-3-2,28.3,75.8,5.9,3,0,22.35,Gejala Ringan
2026-07-15,08:00:00,T-3-3,26.8,68.3,6.0,3,0,19.80,Sehat
2026-07-15,08:00:00,T-3-4,28.3,74.5,5.7,3,0,22.73,Gejala Ringan
2026-07-15,08:00:00,T-3-5,29.9,66.9,5.0,3,0,23.27,Gejala Ringan
2026-07-15,08:00:00,T-3-6,27.2,66.8,6.1,3,0,19.05,Sehat
2026-07-15,08:00:00,T-3-7,30.0,93.9,6.2,3,0,26.34,Gejala Ringan
2026-07-15,08:00:00,T-3-8,25.0,70.5,5.8,3,0,21.14,Gejala Ringan
2026-07-15,08:00:00,T-3-9,24.4,69.0,6.1,3,0,19.67,Sehat
2026-07-15,08:00:00,T-3-10,29.1,93.6,5.1,3,0,31.92,Gejala Ringan
2026-07-15,08:00:00,T-3-11,30.9,77.9,6.4,3,0,21.17,Gejala Ringan
2026-07-15,08:00:00,T-3-12,31.5,78.7,6.2,3,0,22.08,Gejala Ringan
2026-07-15,08:00:00,T-3-13,29.0,92.0,5.3,3,0,30.19,Gejala Ringan
2026-07-15,08:00:00,T-3-14,29.5,92.9,6.0,3,0,26.93,Gejala Ringan
2026-07-15,08:00:00,T-3-15,25.4,76.4,5.1,3,0,26.05,Gejala Ringan
2026-07-15,08:00:00,T-3-16,24.7,92.7,6.5,3,0,24.80,Gejala Ringan
2026-07-15,08:00:00,T-3-17,27.0,93.0,5.5,3,0,29.41,Gejala Ringan
2026-07-16,08:00:00,T-0,27.2,82.7,6.1,0,0,100.00,Sehat
2026-07-16,08:00:00,T-1-0,30.3,69.0,5.1,1,0,87.94,Terinfeksi Berat
2026-07-16,08:00:00,T-1-1,28.4,65.3,5.2,1,0,81.63,Terinfeksi Berat
2026-07-16,08:00:00,T-1-2,28.2,81.5,5.6,1,0,94.60,Terinfeksi Berat
2026-07-16,08:00:00,T-1-3,29.5,67.2,6.0,1,0,72.80,Gejala Sedang
2026-07-16,08:00:00,T-1-4,25.4,94.5,5.8,1,0,99.00,Terinfeksi Berat
2026-07-16,08:00:00,T-1-5,26.3,69.6,5.4,1,0,83.78,Terinfeksi Berat
2026-07-16,08:00:00,T-2-0,29.2,65.3,5.8,2,0,31.85,Gejala Ringan
2026-07-16,08:00:00,T-2-1,30.6,90.7,5.6,2,0,45.82,Gejala Sedang
2026-07-16,08:00:00,T-2-2,27.9,68.1,6.4,2,0,30.11,Gejala Ringan
2026-07-16,08:00:00,T-2-3,27.9,76.0,5.7,2,0,37.72,Gejala Ringan
2026-07-16,08:00:00,T-2-4,31.3,69.3,6.4,2,0,30.64,Gejala Ringan
2026-07-16,08:00:00,T-2-5,26.1,69.7,5.5,2,0,35.85,Gejala Ringan
2026-07-16,08:00:00,T-2-6,24.2,72.5,6.2,2,0,33.08,Gejala Ringan
2026-07-16,08:00:00,T-2-7,28.8,93.8,6.2,2,0,42.80,Gejala Sedang
2026-07-16,08:00:00,T-2-8,26.6,72.1,6.2,2,0,32.90,Gejala Ringan
2026-07-16,08:00:00,T-2-9,29.0,86.5,5.9,2,0,41.48,Gejala Sedang
2026-07-16,08:00:00,T-2-10,31.5,83.5,5.8,2,0,40.73,Gejala Sedang
2026-07-16,08:00:00,T-2-11,29.8,84.0,5.1,2,0,46.60,Gejala Sedang
2026-07-16,08:00:00,T-3-0,25.9,80.5,5.9,3,0,23.73,Gejala Ringan
2026-07-16,08:00:00,T-3-1,24.8,65.5,6.3,3,0,18.08,Sehat
2026-07-16,08:00:00,T-3-2,30.5,81.5,6.5,3,0,21.81,Gejala Ringan
2026-07-16,08:00:00,T-3-3,26.8,78.8,5.3,3,0,25.86,Gejala Ringan
2026-07-16,08:00:00,T-3-4,25.8,93.8,5.0,3,0,32.63,Gejala Ringan
2026-07-16,08:00:00,T-3-5,30.2,67.2,6.4,3,0,18.26,Sehat
2026-07-16,08:00:00,T-3-6,31.9,72.1,5.3,3,0,23.66,Gejala Ringan
2026-07-16,08:00:00,T-3-7,31.0,72.2,6.2,3,0,20.25,Gejala Ringan
2026-07-16,08:00:00,T-3-8,29.2,88.7,6.5,3,0,23.73,Gejala Ringan
2026-07-16,08:00:00,T-3-9,27.5,93.1,5.4,3,0,29.99,Gejala Ringan
2026-07-16,08:00:00,T-3-10,31.8,72.0,5.7,3,0,21.97,Gejala Ringan
2026-07-16,08:00:00,T-3-11,27.0,69.2,5.1,3,0,23.60,Gejala Ringan
2026-07-16,08:00:00,T-3-12,25.2,82.9,5.0,3,0,28.84,Gejala Ringan
2026-07-16,08:00:00,T-3-13,31.1,85.6,5.9,3,0,25.23,Gejala Ringan
2026-07-16,08:00:00,T-3-14,24.6,90.8,5.1,3,0,30.97,Gejala Ringan
2026-07-16,08:00:00,T-3-15,25.7,65.9,6.2,3,0,18.49,Sehat
2026-07-16,08:00:00,T-3-16,31.2,90.2,5.3,3,0,29.60,Gejala Ringan
2026-07-16,08:00:00,T-3-17,27.8,80.1,5.3,3,0,26.29,Gejala Ringan
2026-07-17,08:00:00,T-0,31.5,71.4,5.1,0,0,100.00,Sehat
2026-07-17,08:00:00,T-1-0,30.7,68.6,5.5,1,0,81.07,Terinfeksi Berat
2026-07-17,08:00:00,T-1-1,32.0,71.3,6.3,1,0,73.56,Gejala Sedang
2026-07-17,08:00:00,T-1-2,26.9,94.5,6.4,1,0,95.98,Terinfeksi Berat
2026-07-17,08:00:00,T-1-3,29.0,94.3,5.8,1,0,99.00,Terinfeksi Berat
2026-07-17,08:00:00,T-1-4,27.3,84.4,6.2,1,0,88.48,Terinfeksi Berat
2026-07-17,08:00:00,T-1-5,29.1,94.9,6.4,1,0,96.38,Terinfeksi Berat
2026-07-17,08:00:00,T-2-0,26.8,73.6,5.3,2,0,39.29,Gejala Ringan
2026-07-17,08:00:00,T-2-1,29.2,76.4,6.3,2,0,34.31,Gejala Ringan
2026-07-17,08:00:00,T-2-2,24.3,87.5,5.9,2,0,41.96,Gejala Sedang
2026-07-17,08:00:00,T-2-3,26.6,92.8,5.5,2,0,47.74,Gejala Sedang
2026-07-17,08:00:00,T-2-4,31.2,69.6,5.1,2,0,38.61,Gejala Ringan
2026-07-17,08:00:00,T-2-5,28.3,78.5,5.2,2,0,42.71,Gejala Sedang
2026-07-17,08:00:00,T-2-6,27.6,69.7,6.3,2,0,31.30,Gejala Ringan
2026-07-17,08:00:00,T-2-7,26.3,79.0,5.9,2,0,37.88,Gejala Ringan
2026-07-17,08:00:00,T-2-8,26.5,71.5,5.7,2,0,35.49,Gejala Ringan
2026-07-17,08:00:00,T-2-9,25.1,79.2,6.2,2,0,36.14,Gejala Ringan
2026-07-17,08:00:00,T-2-10,25.5,81.9,5.1,2,0,45.44,Gejala Sedang
2026-07-17,08:00:00,T-2-11,25.0,88.2,6.3,2,0,39.61,Gejala Ringan
2026-07-17,08:00:00,T-3-0,28.8,74.1,6.5,3,0,19.83,Sehat
2026-07-17,08:00:00,T-3-1,31.0,74.3,5.1,3,0,25.34,Gejala Ringan
2026-07-17,08:00:00,T-3-2,26.9,94.4,5.2,3,0,31.57,Gejala Ringan
2026-07-17,08:00:00,T-3-3,28.4,69.6,5.2,3,0,23.28,Gejala Ringan
